Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Country,Building type,Cooling startegy_building level,Cooling startegy_operation mode for MM buildings,Heating strategy_building level,Age,Sex,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air movement acceptability,Air movement preference,Thermal comfort,PMV,PPD,SET,Clo,Met,activity_10,activity_20,activity_30,activity_60,Air temperature (C),Air temperature (F),Ta_h (C),Ta_h (F),Ta_m (C),Ta_m (F),Ta_l (C),Ta_l (F),Operative temperature (C),Operative temperature (F),Radiant temperature (C),Radiant temperature (F),Globe temperature (C),Globe temperature (F),Tg_h (C),Tg_h (F),Tg_m (C),Tg_m (F),Tg_l (C),Tg_l (F),Relative humidity (%),Humidity preference,Humidity sensation,Air velocity (m/s),Air velocity (fpm),Velocity_h (m/s),Velocity_h (fpm),Velocity_m (m/s),Velocity_m (fpm),Velocity_l (m/s),Velocity_l (fpm),Subject«s height (cm),Subject«s weight (kg),Blind (curtain),Fan,Window,Door,Heater,Outdoor monthly air temperature (C),Outdoor monthly air temperature (F),Database
"Zhang, Y., Chen, H., & Meng, Q. (2013). Thermal comfort in buildings with split air-conditioners in hot-humid area of China. Building and Environment, 64, 213-224.",Yufeng Zhang,2005.0,Winter,Cfa,Humid subtropical,Guangzhou,China,Others,Mixed Mode,Unknown,,,,-2.0,1.0,,,,2.0,-0.9,22.0,22.25,1.03,1.2,,,,,17.5,63.4,17.8,64.0,16.7,62.1,17.9,64.2,,,18.2,64.7,,,18.2,64.8,17.9,64.2,18.4,65.1,54.7,,,0.16,30.84,0.05,9.85,0.04,7.88,0.38,74.86,,,,,,,,15.0,59.0,Database 2
"Wang, Z., Zhang, L., Zhao, J., He, Y., & Li, A. (2011). Thermal responses to different residential environments in Harbin. Building and environment, 46(11), 2170-2178.",Zhaojun Wang,2009.0,Autumn,Dwa,Monsoon-influenced hot-summer humid continental,Harbin,China,Multifamily housing,Naturally Ventilated,,,52.0,Male,0.0,,no change,,no change,,,,,0.82,,,,,,23.3,73.9,,,,,,,,,,,,,,,,,,,39.1,more humid,1.0,0.05,9.84,,,,,,,174.0,70.0,,,0.0,,,21.6,70.9,Database 2
Busch J. F. (1992) A tale of two populations: thermal comfort in air-conditioned and naturally ventilated offices in Thailand. Energy and Buildings Vol 18 pp 235-249.,John Busch,1988.0,Spring,Aw,Tropical wet savanna,Bangkok,Thailand,Office,Air Conditioned,,,36.0,Male,1.0,,cooler,,,,-0.45,9.26,24.06,0.56,1.1,,,,,23.4,74.1,,,23.4,74.1,,,23.8,74.8,24.2,75.5,,,,,,,,,63.0,,,0.14,27.56,,,0.14,27.56,,,,,,,,,,,,Database 1
"Gail Brager, Gwelen Paliaga, Richard de Dear. Operable windows, personal control and occupant comfort. ASHRAE Transactions. 110(2)",Paliaga,2003.0,Summer,Csb,Warm-summer Mediterranean,Berkeley,USA,Office,Naturally Ventilated,,Mechanical Heating,,Female,0.0,1.0,no change,1.0,no change,,,,,0.63,1.2,,,,,24.4,75.9,24.4,75.9,,,,,24.4,75.9,,,,,24.4,75.9,,,,,,,,0.0,0.39,,,,,,,,,,,,,,16.1,61.0,Database 2
"Manu, S., Shukla, Y., Rawal, R., Thomas, L. E., & de Dear, R. (2016). Field studies of thermal comfort across multiple climate zones for the subcontinent: India Model for Adaptive Comfort (IMAC). Building and Environment, 98, 55‰ÛÒ70.",Sanyogita Manu,2012.0,Winter,Cwb,Subtropical highland,Shimla,India,Office,Mixed Mode,Air Conditioned,Mechanical Heating,45.0,Male,0.0,0.0,cooler,,more,4.0,0.0,5.0,26.84,1.91,1.1,,,,,17.1,62.8,17.1,62.8,,,,,,,,,,,17.6,63.7,,,,,37.2,,,0.06,11.81,0.06,11.81,,,,,182.9,88.0,,,0.0,,,8.5,47.3,Database 2
"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1999.0,Spring,Cfb,Temperate oceanic,London,UK,Others,Naturally Ventilated,,Mechanical Heating,,Female,-2.0,,no change,,no change,,-0.3,7.0,23.83,0.47,1.0,,,,,27.1,80.8,,,,,,,,,23.9,75.0,24.0,75.2,,,,,,,31.1,more humid,1.0,0.0,0.0,,,,,,,,,,,,,,4.5,40.0,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1996.0,Summer,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,0.0,1.0,no change,,,,0.7,17.0,27.8,0.48,1.3,,,,,27.2,80.9,,,,,,,,,,,,,26.1,79.1,,,27.5,81.5,54.0,,,0.1,19.69,,,,,,,,,,,,,,4.0,39.0,Database 2
"Nicol, J. F., G. N. Jami, O. Sykes, M. Humpherys, S. Roaf and M. Hancock. (1994) Thermal Comfort in Pakistan. Oxford Brookes University.",Fergus Nicol,1994.0,Winter,BWh,Hot desert,Saidu Sharif,Pakistan,,Naturally Ventilated,,,18.0,Male,-2.0,,warmer,,,,-3.0,99.12,13.84,1.04,1.01,,,,,9.7,49.5,,,9.7,49.5,,,9.9,49.7,10.0,50.0,10.0,50.0,,,10.0,50.0,,,55.6,,,0.02,3.68,,,0.02,3.68,,,,,,,,,,,,Database 1
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1996.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,1.0,1.0,no change,,,,-0.1,5.0,24.71,0.72,1.2,,,,,23.2,73.7,,,,,,,,,,,,,23.2,73.7,,,,,30.1,,,0.03,5.91,,,,,,,,,,,,,,16.0,61.0,Database 2
"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk.",Renata De Vecchi,2010.0,Winter,Cfa,Humid subtropical,Florianopolis,Brazil,Office,Air Conditioned,,,44.0,Male,0.0,1.0,no change,1.0,no change,,,,,0.66,1.0,,,,,22.6,72.7,,,,,,,,,,,,,,,,,,,49.1,,,0.2,39.37,,,,,,,180.0,97.0,,,0.0,,,19.0,66.2,Database 2
"Pustayova, H. Evaluation of Energy Performance and Thermal Comfort of Dwellings in the Process of Refurbishment, Doctoral thesis (2013), Slovak University of Technology.","Pustayova, Hana",2011.0,Winter,Cfb,Temperate oceanic,Bratislava,Slovakia,Multifamily housing,Naturally Ventilated,,Mechanical Heating,,Female,-1.0,0.0,warmer,,,,,,,,,,,,,20.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,38.1,Database 2
"de Dear, R. J. and A. Auliciems (1985) ""Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies."" ASHRAE Trans., V. 91(2), pp. 452- 468.",Richard de Dear,1982.0,Summer,Cfa,Humid subtropical,Darwin,Australia,Office,Air Conditioned,,,31.0,Female,-0.3,,no change,,,,0.22,5.98,25.57,0.4,1.64,,,,,23.1,73.6,,,23.1,73.6,,,23.5,74.3,23.9,74.9,23.6,74.5,,,23.6,74.5,,,47.5,,,0.03,5.91,,,0.03,5.91,,,,,,,,,,,,Database 1
"Han J, Yang W, Zhou J, et al. A comparative analysis of urban and rural residential thermal comfort under natural ventilation environment. Energy & Buildings, 2009, 41(2):139-145.",Yufeng Zhang,2007.0,Summer,Cfa,Humid subtropical,Yueyang,China,Multifamily housing,Naturally Ventilated,,,,,2.0,1.0,,,,,2.0,76.0,30.29,0.37,1.0,,,,,32.2,89.9,31.6,88.9,32.1,89.8,32.8,91.0,,,30.0,85.9,,,30.8,87.4,31.1,88.0,31.6,88.9,74.2,,,0.36,70.87,0.72,141.84,0.25,49.25,0.11,21.67,,,,,,,,24.0,75.2,Database 2
"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Winter,Csb,Warm-summer Mediterranean,Porto,Portugal,Others,Mixed Mode,Unknown,Mechanical Heating,,Male,0.0,,no change,,no change,,0.5,9.0,27.43,0.82,1.2,,,,,23.6,74.4,,,,,,,,,29.9,85.8,24.9,76.9,,,,,,,40.8,no change,0.0,0.11,21.65,,,,,,,,,,,,,,6.9,44.5,Database 2
"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Summer,Am,Tropical monsoon,Jakarta,Indonesia,Office,Air Conditioned,,,33.0,Female,0.0,,,,,,,,,0.63,1.0,,,,,27.0,80.6,,,27.0,80.6,,,26.0,78.8,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,Database 1
"Langevin J, Gurian PL, & Wen J. åÊ(2015). Tracking the human-building interaction: A longitudinal field study of occ upant behavior in air-conditioned offices. åÊJournal of Environmental Psychology, 42, 94-115.",Langevin J.,2015.0,Winter,Cfa,Humid subtropical,Philadelphia,USA,Office,Mixed Mode,Air Conditioned,Mechanical Heating,,Female,0.0,1.0,,,,4.0,,,,0.41,,,1.4,,1.3,23.9,75.0,,,23.9,75.0,,,23.9,75.0,,,,,,,23.9,75.0,,,22.4,,,0.03,5.1,,,0.03,5.1,,,,,,,,,,9.0,48.2,Database 2
,Shahin Heidari,2014.0,Summer,BWh,Hot desert,Bandar Abbas,Iran,Multifamily housing,Naturally Ventilated,,,35.0,,0.0,,no change,,,,,,,0.57,1.2,,,,,29.3,84.7,,,,,,,29.9,85.8,,,,,,,,,,,60.0,,,0.25,49.2,,,,,,,,,,0.0,0.0,,,31.9,89.3,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,-1.0,1.0,no change,,,,-0.6,13.0,22.69,0.52,1.3,,,,,23.2,73.8,,,,,,,,,,,,,23.7,74.6,,,20.7,69.2,26.4,,,0.04,7.87,,,,,,,,,,,,,,16.0,61.0,Database 2
"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk.",Renata De Vecchi,2010.0,Summer,Cfa,Humid subtropical,Florianopolis,Brazil,Classroom,Mixed Mode,Air Conditioned,,24.0,Male,0.0,1.0,,1.0,more,,,,,0.31,1.0,,,,,23.3,74.0,,,,,,,,,,,,,,,,,,,55.0,,,0.2,39.37,,,,,,,182.0,68.0,,,1.0,,,25.0,77.0,Database 2
"Newsham, G. R. and D. K. Tiller. (1995) A field study of Thermal Comfort using questionnaire software. IRC Internal Report. No 708.",Guy Newsham,1994.0,Autumn,Dfb,Warm-summer humid continental,Ottawa,Canada,Office,Air Conditioned,,,35.0,Male,0.0,,no change,,,,,,,0.62,,,,,,21.3,70.3,,,21.3,70.3,,,,,,,,,,,,,,,32.8,,,,,,,,,,,,,,,,,,,,Database 1
"Deuble M., et al. ""Occupant comfort in naturally ventilated and mixed-mode spaces within air-conditioned offices."" Architectural Science Review 53.3 (2010): 297-306.",Max Deuble and Richard de Dear,2009.0,Summer,Cfa,Humid subtropical,Sydney,Australia,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,45.0,Male,1.0,1.0,no change,1.0,more,,-0.9,21.0,21.87,0.41,1.3,,,,,22.1,71.7,,,22.1,71.7,,,22.1,71.8,,,,,,,22.1,71.8,,,51.9,,,0.09,17.72,,,0.09,17.73,,,,,,,,,,22.0,72.0,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1996.0,Summer,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,0.0,1.0,no change,,,,0.1,5.0,25.28,0.51,1.6,,,,,22.9,73.1,,,,,,,,,,,,,22.5,72.5,,,23.1,73.5,35.6,,,0.02,3.94,,,,,,,,,,,,,,4.0,39.0,Database 2
,Fred Bauman,1992.0,Winter,Dfb,Warm-summer humid continental,Grand Rapids,USA,Office,Air Conditioned,,,,Male,1.0,,cooler,,,5,-0.71,15.67,23.15,0.62,1.0,,,,,23.4,74.2,23.8,74.8,23.5,74.3,23.0,73.3,23.5,74.2,23.5,74.3,23.5,74.3,23.9,75.0,23.6,74.4,23.0,73.4,37.7,,,0.06,11.94,0.06,12.2,0.07,14.37,0.05,9.25,,,,,,,,,,Database 1
"Deuble M., et al. ""Occupant comfort in naturally ventilated and mixed-mode spaces within air-conditioned offices."" Architectural Science Review 53.3 (2010): 297-306.",Max Deuble and Richard de Dear,2009.0,Summer,Cfa,Humid subtropical,Sydney,Australia,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,25.0,Male,1.0,1.0,no change,0.0,more,,-0.6,14.0,22.68,0.52,1.3,,,,,22.2,71.9,,,22.2,71.9,,,22.1,71.8,,,,,,,22.1,71.8,,,40.1,,,0.07,13.78,,,0.07,13.79,,,,,,,,,,22.0,72.0,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1996.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,1.0,1.0,cooler,,,,0.0,5.0,25.6,0.97,1.1,,,,,22.3,72.1,,,,,,,,,,,,,22.0,71.6,,,22.9,73.2,41.5,,,0.04,7.87,,,,,,,,,,,,,,4.0,39.0,Database 2
"Han J, Yang W, Zhou J, et al. A comparative analysis of urban and rural residential thermal comfort under natural ventilation environment. Energy & Buildings, 2009, 41(2):139-145.",Yufeng Zhang,2007.0,Summer,Cfa,Humid subtropical,Changsha,China,Multifamily housing,Naturally Ventilated,,,,,1.0,1.0,,,,,2.7,96.0,31.93,0.31,1.2,,,,,33.4,92.1,33.0,91.4,33.3,91.9,33.8,92.8,,,32.8,91.0,,,32.6,90.7,33.0,91.4,33.6,92.5,61.7,,,0.3,58.4,0.28,55.16,0.27,53.19,0.34,66.98,,,,,,,,,,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,2.0,1.0,cooler,,,,0.0,5.0,25.3,0.73,1.3,,,,,22.5,72.5,,,,,,,,,,,,,23.6,74.5,,,22.2,72.0,34.0,,,0.06,11.81,,,,,,,,,,,,,,4.0,39.0,Database 2
"Luo, M. Zhou, X. Zhu Y., Zhang, D. Cao, B. Exploring the dynamic process of human thermal adaptation: A study in teaching building, Energy and Buildings 127 (2016), 425-432.",Maohui Luo,2012.0,Winter,Cfa,Humid subtropical,Shanghai,China,Classroom,Naturally Ventilated,,,,Male,0.0,1.0,warmer,,no change,5,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,no change,0.0,,,,,,,,,,,,,,,,,,Database 2
"Baker, N and M. Standeven. (1995) ""A Behavioural Approach to Thermal Comfort Assessment in Naturally Ventilated Buildings"". Proceedings from CIBSE National Conference, Ch 76-84.",Nick Baker,1993.0,Summer,Csa,Hot-summer mediterranean,Athens,Greece,Office,Naturally Ventilated,,,,Female,1.0,1.0,cooler,,,,,,,0.39,1.2,,,,,33.8,92.8,,,33.8,92.8,,,33.8,92.8,33.8,92.8,33.3,91.9,,,33.3,91.9,,,39.0,,,,,,,,,,,,,,,,,,,,Database 1
"Karyono, T. (1996) ""Thermal comfort in the tropical southeast Asia region."" Architectural Science Review. V39(3), pp.135-139.",Tri Karyono,1993.0,Spring,Am,Tropical monsoon,Jakarta,Indonesia,Office,Air Conditioned,,,23.0,Female,0.0,,,,,,,,,0.63,1.0,,,,,29.0,84.2,,,29.0,84.2,,,29.0,84.2,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,Database 1
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1996.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,0.0,,no change,,,,0.0,5.0,25.71,0.98,1.3,,,,,21.4,70.5,,,,,,,,,,,,,21.4,70.5,,,,,35.1,,,0.08,15.75,,,,,,,,,,,,,,4.0,39.0,Database 2
"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",Gail Schiller,1987.0,Summer,Csc,Cool-summer mediterranean,San Francisco,USA,Office,Air Conditioned,,,,Male,2.0,,cooler,,,3.0,-0.33,7.21,24.16,0.63,1.0,,,,,24.0,75.2,24.7,76.5,23.8,74.9,23.5,74.3,24.2,75.5,24.3,75.7,24.2,75.5,24.8,76.7,24.1,75.4,23.6,74.4,54.9,,,0.06,12.47,0.09,17.72,0.05,9.84,0.05,9.84,,,,,,,,,,Database 1
"Deuble M., et al. ""Occupant comfort in naturally ventilated and mixed-mode spaces within air-conditioned offices."" Architectural Science Review 53.3 (2010): 297-306.",Max Deuble and Richard de Dear,2009.0,Winter,Cfa,Humid subtropical,Sydney,Australia,Office,Mixed Mode,Naturally Ventilated,Mechanical Heating,55.0,Male,1.8,0.0,cooler,0.0,more,,-0.9,23.0,22.34,0.52,1.2,,,,,22.9,73.3,,,22.9,73.3,,,22.8,73.1,,,,,,,22.8,73.1,,,45.0,,,0.17,33.46,,,0.17,33.49,,,,,,,1.0,,,13.0,55.0,Database 2
"Indraganti, Madhavi, et al. ""Adaptive model of thermal comfort for offices in hot and humid climates of India."" Building and Environment 74 (2014): 39-736.",Indraganti Madhavi,2012.0,Spring,BSh,Hot semi-arid,Hyderabad,India,Office,Mixed Mode,Air Conditioned,,,Male,2.0,,cooler,,more,,-0.8,20.0,22.59,0.62,1.0,,,,,23.5,74.3,,,,,,,,,,,,,22.9,73.2,,,,,41.0,,,0.06,11.81,,,,,,,,,,,,0.0,,31.5,88.7,Database 2
"de Dear, R. J. and A. Auliciems (1985) ""Validation of the Predicted Mean Vote model of thermal comfort in six Australian field studies."" ASHRAE Trans., V. 91(2), pp. 452- 468.",Richard de Dear,1983.0,Summer,Cfa,Humid subtropical,Brisbane,Australia,Office,Air Conditioned,,,60.0,Male,-0.5,,no change,,,,-0.1,5.22,24.78,0.62,1.17,1.092150171,1.194539249,1.194539249,1.194539249,24.0,75.2,,,24.0,75.2,,,23.8,74.8,23.6,74.5,23.8,74.8,,,23.8,74.8,,,50.5,,,0.1,19.69,,,0.1,19.69,,,,,,,,,,,,Database 1
"De Vecchi, R. et al. ""Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort?""  Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk.",Renata De Vecchi,2010.0,Autumn,Cfa,Humid subtropical,Florianopolis,Brazil,Classroom,Mixed Mode,Air Conditioned,,19.0,Male,0.0,1.0,,1.0,more,,,,,0.31,1.0,,,,,25.8,78.4,,,,,,,,,,,,,,,,,,,62.5,,,1.0,196.85,,,,,,,178.0,73.0,,,1.0,,,23.0,73.4,Database 2
"Stoops, J. L.""The thermal environmentand occupant perceptions in European office buildings"". Doctoral thesis. Chalmers University of Technology, 2000. ISBN: 993-356207-x.","Stoops, J. L",1998.0,Autumn,Cfb,Temperate oceanic,London,UK,Others,Naturally Ventilated,,Mechanical Heating,,Female,2.0,,cooler,,less,,0.1,5.0,25.38,0.5,1.2,,,,,25.3,77.5,,,,,,,,,25.3,77.5,25.3,77.5,,,,,,,42.4,more humid,1.0,0.1,19.69,,,,,,,,,,,,,,12.9,55.1,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1996.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Air Conditioned,,Mechanical Heating,,,1.0,0.0,cooler,,,,,,,,1.2,,,,,22.5,72.5,,,,,,,,,,,,,23.2,73.8,,,23.5,74.3,20.4,,,0.04,7.87,,,,,,,,,,,,,,4.0,39.0,Database 2
"Manu, S., Shukla, Y., Rawal, R., Thomas, L. E., & de Dear, R. (2016). Field studies of thermal comfort across multiple climate zones for the subcontinent: India Model for Adaptive Comfort (IMAC). Building and Environment, 98, 55‰ÛÒ70.",Sanyogita Manu,2012.0,Winter,Cwa,Monsoon-influenced humid subtropical,Delhi,India,Office,Air Conditioned,,,25.0,Male,1.0,1.0,warmer,,more,6.0,0.8,19.0,29.08,1.24,1.1,,,,,24.3,75.7,24.3,75.7,,,,,,,,,,,24.9,76.8,,,,,42.6,,,0.05,8.86,0.05,8.86,,,,,170.0,63.0,,,0.0,,1.0,15.5,59.9,Database 2
"de Dear, R.J. and M.E. Fountain (1994) ""Field experiments on occupant comfort and office thermal environments in a hot- humid climate,"" ASHRAE Transactions, Vol.100(2), pp.457- 475.",Richard de Dear,1993.0,Summer,Aw,Tropical wet savanna,Townsville,Australia,Office,Air Conditioned,,,30.0,Male,0.0,1.0,no change,1.0,no change,6,0.22,5.99,26.15,0.48,1.29,1.2,1.2,1.2,1.6,24.8,76.7,24.8,76.7,24.9,76.9,24.8,76.6,25.1,77.1,25.3,77.5,25.0,77.1,25.2,77.3,25.2,77.3,24.8,76.6,58.0,,,0.12,23.62,0.18,35.24,0.1,19.09,0.08,14.96,,,,,,,,,,Database 1
"Zhang, Y., Wang, J., Chen, H., Zhang, J., & Meng, Q. (2010). Thermal comfort in naturally ventilated buildings in hot-humid area of China. Building and Environment, 45(11), 2562-2570.",Yufeng Zhang,2005.0,Spring,Cfa,Humid subtropical,Guangzhou,China,Others,Naturally Ventilated,,,,,3.0,0.0,,,,3.0,-0.3,7.0,23.79,0.48,1.2,,,,,24.7,76.4,24.6,76.3,24.5,76.1,24.9,76.8,,,25.0,77.0,,,25.4,77.7,24.7,76.5,24.4,75.9,56.9,,,0.25,49.21,0.3,59.1,0.25,49.25,0.2,39.4,,,,,,,,22.0,72.0,Database 2
,David Rowe,1995.0,Spring,Cfa,Humid subtropical,Sydney,Australia,Office,Mixed Mode,Unknown,,,Female,-1.0,,warmer,1.0,no change,4.0,-0.12,5.29,24.19,0.39,1.26,,,,,25.0,77.0,,,25.0,77.0,,,24.8,76.7,24.6,76.3,,,,,,,,,35.0,,,0.04,7.87,,,0.04,7.87,,,,,,,,,,,,Database 1
"Manu, S., Shukla, Y., Rawal, R., Thomas, L. E., & de Dear, R. (2016). Field studies of thermal comfort across multiple climate zones for the subcontinent: India Model for Adaptive Comfort (IMAC). Building and Environment, 98, 55‰ÛÒ70.",Sanyogita Manu,2012.0,Summer,Cwb,Subtropical highland,Shimla,India,Office,Naturally Ventilated,,,55.0,Female,0.0,1.0,no change,,no change,6.0,-1.5,52.0,20.55,0.55,1.0,,,,,20.9,69.6,20.9,69.6,,,,,,,,,,,21.1,70.0,,,,,80.7,,,0.0,0.0,0.0,0.0,,,,,157.5,58.0,,,0.0,,,18.5,65.3,Database 2
"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate.",Shivraj Dhaka and Jyotirmay Mathur,2011.0,Winter,BSh,Hot semi-arid,Jaipur,India,Multifamily housing,Naturally Ventilated,,,22.0,Female,-1.0,,cooler,,more,5.0,,,,0.36,1.0,,,,,22.4,72.3,,,,,,,,,,,,,,,,,,,48.5,no change,2.0,0.27,53.15,,,,,,,157.5,53.0,1.0,,0.0,1.0,,22.1,71.8,Database 2
"Honnekeri, A. Pigman, M. C. Zhang, H. Arens, E. Fountain, M. Zhai, Y. Dutton, S. Use of adaptive actions and thermal comfort in a naturally ventilated office, Proceedings of the 13th International Conference Indoor Air (2014) Hong Kong.",Anoop Honnekeri,2012.0,Summer,Csc,Cool-summer Mediterranean,Alameda,USA,Office,Naturally Ventilated,,,,,0.2,1.0,no change,1.0,no change,,,,,0.56,,,,,,25.0,77.0,25.0,77.0,,,,,,,,,,,,,,,,,39.9,,,,,,,,,,,,,,0.0,,,1.0,18.4,65.0,Database 2
"Oseland, Nigel A. 1998. Acceptable Temperature Ranges in Naturally Ventilated and Air-Conditioned Offices. ASHRAE Transactions. 104 (Part 1B): 1018-1030. Atlanta, Ga.:ASHRAE.","Oseland, Nigel A.",1995.0,Winter,Csa,Hot-summer Mediterranean,Midland,UK,Office,Naturally Ventilated,,Mechanical Heating,,,0.0,1.0,warmer,,,,-1.3,38.0,20.86,0.78,1.2,,,,,17.8,64.0,,,,,,,,,,,,,18.1,64.6,,,19.5,67.1,49.0,,,0.04,7.87,,,,,,,,,,,,,,4.0,39.0,Database 2
"Langevin J, Gurian PL, & Wen J. åÊ(2015). Tracking the human-building interaction: A longitudinal field study of occ upant behavior in air-conditioned offices. åÊJournal of Environmental Psychology, 42, 94-115.",Langevin J.,2015.0,Summer,Cfa,Humid subtropical,Philadelphia,USA,Office,Mixed Mode,Air Conditioned,Mechanical Heating,,Female,-1.0,1.0,,,,5.0,,,,0.64,,,1.1,,2.0,24.5,76.2,,,24.5,76.2,,,24.5,76.2,,,,,,,24.5,76.2,,,55.6,,,0.03,6.1,,,0.03,6.1,,,,,,,,,,27.0,80.6,Database 2
"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate.",Shivraj Dhaka and Jyotirmay Mathur,2011.0,Autumn,BSh,Hot semi-arid,Jaipur,India,Multifamily housing,Naturally Ventilated,,,25.0,Female,-1.0,,cooler,,,5.0,,,,0.27,1.0,,,,,30.4,86.7,,,,,,,,,,,,,,,,,,,17.3,no change,2.0,0.0,0.0,,,,,,,152.4,58.0,1.0,1.0,,,,32.5,90.5,Database 2
"Luo, M. Zhou, X. Zhu Y., Zhang, D. Cao, B. Exploring the dynamic process of human thermal adaptation: A study in teaching building, Energy and Buildings 127 (2016), 425-432.",Maohui Luo,2012.0,Winter,Cfa,Humid subtropical,Shanghai,China,Classroom,Naturally Ventilated,,,,Male,0.0,1.0,no change,,no change,5,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,no change,0.0,,,,,,,,,161.0,52.0,,,,,,,,Database 2
